wind direction,wind speed @ 10m
251.620,3.613
1497.966,20.414
538.571,14.940
1579.467,4.082
208.375,15.806
1579.924,8.163
530.808,10.571
289.932,15.118
552.872,15.413
193.750,9.974
379.521,10.865
89.831,7.062
651.830,10.235
1031.011,14.017
1658.575,10.478
317.004,4.053
562.469,7.933
684.928,8.156
356.876,7.331
1075.685,9.090
1123.146,1.740
319.667,13.579
745.707,11.440
178.763,16.268
229.304,8.110
1549.895,9.012
342.101,8.113
411.057,4.866
502.911,12.815
349.205,9.186
710.498,4.527
78.247,6.741
554.796,3.578
781.045,5.907
825.907,9.179
1105.166,12.294
609.216,12.520
376.744,7.785
1044.694,8.027
523.350,4.701
718.692,12.481
305.846,6.399
243.401,19.222
953.917,9.009
757.099,9.530
591.403,5.187
2106.700,9.283
1134.516,7.256
775.675,5.444
247.451,4.181
115.092,6.670
794.632,7.309
873.769,1.667
978.406,4.181
276.728,6.964
1628.085,8.746
420.909,5.712
493.357,9.318
710.372,12.201
1216.092,5.093
259.040,18.222
1054.759,8.017
1100.410,6.928
1505.731,11.472
543.492,11.029
461.474,16.394
829.485,12.307
381.962,10.563
323.023,15.209
403.983,12.201
3138.653,10.049
1280.215,11.277
83.129,5.172
726.224,11.495
335.358,12.172
761.917,7.662
650.861,5.275
908.223,12.400
313.458,4.950
895.864,5.797
1087.934,9.291
1845.331,3.630
810.939,5.720
1534.428,10.320
171.322,5.054
146.315,7.624
451.301,14.130
1337.043,12.120
146.514,7.687
416.404,5.733
280.125,18.554
512.525,11.829
664.315,10.255
650.175,8.971
493.863,11.307
1034.368,2.391
1979.210,1.710
1263.371,2.594
503.548,10.676
161.785,10.019
325.006,8.827
191.989,5.690
1040.783,7.922
628.768,5.362
1007.409,15.018
747.500,10.728
217.775,10.514
1656.128,6.497
131.774,12.703
114.453,10.465
1116.412,18.430
1838.539,16.337
803.774,8.125
350.903,8.783
1185.831,6.095
537.761,5.459
328.592,13.864
986.345,15.704
95.544,11.699
347.568,6.073
478.455,6.804
561.099,3.509
463.432,6.078
683.791,17.883
447.443,15.367
2532.413,7.304
71.347,5.589
206.003,11.086
136.059,9.442
1622.143,14.445
100.640,9.924
1845.207,14.014
141.199,15.397
164.218,11.511
573.739,7.492
57.761,5.287
801.221,14.429
218.876,5.757
441.205,1.682
645.261,11.569
127.412,10.097
489.449,10.073
110.729,10.639
415.391,4.315
1300.391,4.279
2071.689,5.031
1103.475,6.148
1093.120,8.874
390.190,10.498
1362.683,8.882
431.834,4.965
116.522,2.991
1480.471,16.040
593.156,14.850
996.684,11.286
1213.935,4.975
905.829,10.559
356.719,13.658
422.230,16.068
618.338,11.931
1232.212,6.364
205.948,9.619
524.348,15.210
868.697,11.449
377.208,1.909
1384.068,2.106
1449.878,7.092
907.207,10.619
475.747,2.273
405.930,15.928
783.974,12.458
73.704,6.590
2259.877,7.346
798.930,7.566
739.072,8.431
126.454,11.892
808.500,4.554
100.166,14.222
750.241,6.686
1388.562,3.439
1168.782,12.859
1510.026,8.139
365.410,10.930
1904.303,7.821
358.415,13.762
119.219,12.394
336.345,12.330
518.612,12.131
574.275,2.947
1869.818,15.560
845.204,8.166
900.266,7.527
164.811,7.341
303.032,10.569
941.502,3.342
381.922,9.214
801.564,10.965
2012.171,8.537
1565.235,0.596
258.908,16.526
221.606,8.050
1321.564,8.436
127.667,5.544
960.285,10.827
577.400,6.291
652.298,14.351
1275.655,10.988
259.062,16.379
1818.485,6.110
1268.394,7.073
653.864,10.863
615.350,6.480
1958.900,6.316
792.267,5.558
1858.830,19.171
126.297,9.609
142.437,8.133
1519.271,11.769
476.517,6.093
283.046,7.847
149.185,5.897
1445.998,8.495
386.951,6.268
393.294,11.451
480.400,7.691
800.988,9.768
563.278,4.589
168.875,5.081
319.564,10.297
388.543,1.841
366.099,20.186
891.130,4.103
2210.024,4.950
1019.839,3.548
947.164,5.243
1481.740,11.706
764.020,1.607
399.282,6.366
483.391,12.096
895.301,8.543
948.981,4.018
688.656,17.679
608.799,9.674
824.419,2.276
1540.320,8.944
642.597,9.865
345.676,5.517
214.404,12.364
1233.811,7.239
511.819,5.297
452.361,8.091
519.832,7.649
645.588,8.256
769.607,10.548
820.413,13.189
222.048,15.733
365.291,11.499
718.599,11.160
165.833,3.312
1555.372,2.514
327.521,7.016
423.248,16.127
665.164,7.231
1302.160,13.774
333.337,8.114
654.463,9.877
1435.397,3.107
637.415,14.118
2255.128,1.888
342.366,5.147
888.363,3.374
233.377,5.189
1395.056,3.385
1269.588,5.108
639.954,1.456
480.465,13.161
32.992,3.536
322.408,11.612
978.740,5.057
482.321,17.397
288.506,12.362
337.650,10.098
334.303,9.812
500.508,8.726
512.663,10.146
678.111,3.888
411.451,6.896
707.443,18.599
550.512,3.083
1790.940,7.957
824.322,17.170
784.895,8.829
496.474,1.191
1051.242,15.404
1253.352,11.181
407.656,4.025
1007.497,8.634
707.201,0.571
602.680,10.147
896.685,9.591
929.910,7.103
783.540,9.346
421.209,7.465
410.846,7.005
549.189,10.153
1428.718,11.307
406.678,4.313
1620.981,6.159
1049.226,8.895
455.163,11.389
1568.089,11.253
999.574,6.173
706.462,2.421
1207.470,9.019
640.886,7.186
210.054,3.514
880.420,14.998
1071.623,8.008
712.789,1.852
406.797,0.385
391.826,14.437
1159.065,9.688
397.177,15.344
988.038,3.223
325.021,9.663
740.594,18.044
177.907,9.764
568.325,7.613
325.771,0.836
374.918,1.159
713.512,23.604
190.816,0.376
526.302,10.512
953.722,2.837
1042.268,12.442
544.453,5.257
1357.203,10.711
339.782,4.035
773.389,11.981
334.355,2.428
140.595,4.125
803.885,14.059
3073.624,1.556
507.297,9.412
89.820,7.455
1166.329,12.212
875.744,4.338
418.643,4.022
1205.825,12.915
571.551,3.148
1173.604,7.778
215.650,5.806
448.797,10.876
263.018,13.481
757.627,11.711
604.209,6.835
1138.458,6.825
1402.269,8.418
2283.294,10.353
604.011,6.983
2240.875,4.149
1367.562,3.524
224.498,5.697
326.738,5.695
1953.267,3.839
493.167,7.221
723.473,9.026
1044.895,1.530
312.569,7.331
697.017,14.433
461.514,5.312
824.490,10.599
1797.560,10.785
209.681,7.086
540.724,8.278
922.093,5.919
539.980,4.515
532.107,9.340
458.739,5.206
2212.120,5.681
237.184,10.437
250.851,8.259
149.509,5.660
754.494,9.999
515.992,5.567
1783.509,5.915
1392.804,10.555
531.285,3.871
663.152,3.357
1412.826,3.319
1093.750,7.370
554.705,6.588
338.597,9.304
220.365,12.787
161.035,1.265
579.811,10.356
481.490,7.274
2234.085,9.690
2363.896,12.499
541.933,6.534
976.569,12.786
261.713,7.346
687.914,5.797
445.789,10.843
838.367,4.936
1423.878,4.456
767.609,1.455
1072.046,4.956
663.445,13.182
432.161,8.495
598.734,4.886
387.893,4.946
261.408,5.092
1559.104,4.631
815.113,18.353
289.203,1.067
515.225,10.336
345.103,10.807
662.580,2.458
776.430,9.343
264.358,7.012
697.610,2.917
907.987,4.689
385.375,5.446
1247.800,8.595
460.644,9.178
1332.393,5.592
771.921,3.649
250.504,0.806
352.112,13.676
234.807,7.402
432.578,3.086
803.828,10.846
466.946,7.770
444.289,5.377
450.381,4.222
388.472,9.998
1748.574,22.006
482.110,3.616
220.561,12.978
920.184,11.803
238.439,7.875
567.560,8.797
413.331,15.649
683.397,12.185
227.038,6.191
605.374,9.342
530.560,12.191
882.647,4.868
638.077,13.004
113.042,9.504
330.465,3.168
943.236,17.064
549.177,7.743
608.542,13.569
122.643,7.721
1801.869,6.607
517.812,14.845
798.987,9.899
382.574,2.031
991.170,13.072
441.410,5.284
386.615,8.510
103.718,3.714
905.437,12.262
664.525,6.930
963.695,7.686
444.539,14.940
583.208,19.085
1036.956,16.136
358.719,5.797
524.033,6.317
758.510,14.276
562.434,3.238
1032.761,1.081
805.109,4.678
725.699,3.539
1371.583,11.943
1106.918,13.106
546.046,11.938
341.560,5.558
623.616,13.821
280.444,8.513
944.657,8.899
1352.525,13.056
424.802,11.900
1125.954,13.622
956.593,5.342
283.603,2.847
1147.368,17.967
421.506,3.719
356.584,15.312
106.924,6.401
393.372,3.689
297.385,12.098
959.922,15.142
476.616,2.048
374.139,1.756
1519.661,17.663
474.511,8.876
965.296,6.322
426.504,4.376
241.272,16.363
716.689,6.018
566.970,5.729
163.857,5.165
1586.082,8.108
1444.571,5.398
611.275,6.903
1144.230,4.499
723.877,2.538
263.311,3.228
133.645,4.041
176.273,14.119
750.957,8.204
710.200,9.518
518.400,8.330
1508.821,3.936
958.644,17.391
453.880,13.335
1030.738,5.677
807.030,4.201
419.177,5.623
1066.576,5.327
843.019,8.040
201.133,9.175
1835.607,5.066
400.138,8.867
284.554,10.122
1362.819,6.270
4212.051,4.094
187.901,17.212
331.402,18.665
244.688,6.784
323.635,10.358
891.396,15.620
562.672,23.382
697.986,16.592
648.926,6.596
1743.363,4.823
232.229,7.289
552.870,5.944
1025.731,10.846
386.749,8.632
1146.829,9.550
662.294,13.407
71.285,15.753
883.109,8.391
767.038,1.952
1847.172,9.663
904.060,12.986
490.735,19.545
682.653,6.235
266.802,7.076
1054.646,6.658
831.845,4.626
957.591,14.482
880.459,11.300
523.372,4.463
239.713,10.346
135.311,13.062
242.485,7.975
406.275,4.301
801.068,21.314
905.704,3.279
358.923,2.479
144.858,7.789
248.648,6.005
369.309,13.024
395.155,6.894
484.652,3.014
1257.805,11.249
272.888,10.486
603.135,2.607
1026.481,5.987
403.453,0.474
410.608,4.750
1513.702,5.440
955.770,7.279
376.781,4.239
888.895,7.622
467.671,11.122
211.007,9.081
780.382,21.776
1264.597,7.169
141.268,11.961
852.457,6.597
926.919,14.027
765.172,6.950
1234.987,7.598
638.954,19.333
838.183,9.104
97.722,15.970
1601.951,18.822
464.081,4.318
337.295,4.242
775.473,9.599
1249.767,8.523
453.686,13.951
799.827,10.721
1252.794,5.432
485.635,7.709
182.314,9.560
1658.690,13.439
882.338,13.644
430.104,16.551
750.773,1.802
1021.928,6.132
1077.010,8.775
468.715,5.085
427.251,6.382
547.540,6.845
1016.471,15.939
936.459,4.722
1105.067,15.679
893.191,18.729
257.493,4.557
383.962,9.527
1077.911,10.921
866.905,12.901
299.146,13.764
1032.699,5.082
843.847,5.225
411.533,6.088
446.207,11.340
1044.025,13.556
398.748,13.049
171.159,11.274
606.131,14.244
391.197,4.351
191.977,17.192
617.017,10.394
399.854,5.502
63.732,3.550
1286.904,14.930
811.570,11.593
382.339,11.790
353.962,15.646
610.452,11.302
533.086,2.773
952.313,3.818
156.675,12.532
1461.511,5.986
310.120,0.903
67.759,17.267
547.398,12.770
1077.504,7.252
71.733,9.703
304.086,8.687
439.891,7.302
966.651,2.316
657.756,8.909
820.513,2.115
471.553,13.686
1525.989,12.315
775.646,7.236
1087.828,12.272
183.806,8.131
1387.368,12.662
525.850,7.816
2134.388,4.975
1026.389,4.020
208.750,1.592
388.275,14.216
1977.026,6.837
1311.165,3.111
195.352,11.229
643.717,8.612
516.668,10.148
1530.230,8.376
366.427,19.115
185.112,4.004
333.471,8.006
227.189,14.822
1379.515,3.327
133.070,7.356
339.530,16.335
806.685,13.445
1633.151,5.998
158.000,12.607
227.453,5.619
178.762,14.790
979.531,16.284
346.110,2.561
1073.875,13.808
683.702,3.953
1299.268,2.589
507.701,7.559
933.762,15.294
934.473,8.987
1451.321,11.045
1560.438,18.867
189.435,9.722
168.224,11.284
943.494,8.448
1595.289,18.690
1000.864,4.701
667.659,7.701
628.236,6.331
1824.188,17.752
815.947,6.423
366.649,6.034
402.757,4.567
646.082,20.129
1323.872,11.073
303.800,15.883
788.732,4.897
2849.736,6.921
1005.923,7.376
1421.818,14.567
307.301,8.826
459.913,2.245
727.386,5.731
93.931,7.224
445.163,9.128
862.673,11.787
256.254,3.650
567.277,10.667
110.699,5.888
1539.947,10.874
345.709,4.778
221.428,18.629
232.998,28.085
253.413,8.198
1041.775,19.627
511.907,6.485
177.058,8.379
436.406,22.411
577.980,16.230
854.368,7.061
1147.576,10.148
3116.057,15.570
283.623,16.693
313.440,5.596
267.379,4.052
576.244,9.908
236.933,15.011
709.932,10.353
388.332,17.678
1725.071,5.477
641.663,13.590
419.424,9.837
344.984,4.326
628.765,13.266
960.819,18.934
896.236,8.424
230.955,8.750
589.511,9.472
975.194,1.701
1471.229,11.232
697.613,9.386
333.323,10.607
790.205,16.942
1327.358,9.190
457.416,10.406
417.557,10.853
822.197,1.093
1091.075,16.496
488.859,10.216
2200.531,7.633
709.329,6.918
70.830,14.490
693.777,7.294
818.373,3.503
240.540,7.182
597.357,11.730
472.571,6.991
223.212,7.435
622.805,4.041
663.876,11.615
1462.419,6.958
311.711,5.080
506.628,17.552
1497.778,12.684
260.580,4.421
1150.281,21.205
228.803,3.436
314.201,10.985
770.714,9.539
1280.706,9.912
393.225,5.081
322.158,0.863
279.216,12.376
435.629,7.689
499.814,0.714
846.993,8.577
623.658,4.337
754.370,4.972
298.844,3.821
258.792,12.514
521.528,5.798
593.766,1.900
404.738,4.490
777.685,10.044
528.768,5.608
407.160,13.194
161.363,23.222
441.141,4.174
885.345,12.837
306.639,9.235
1180.396,7.761
549.792,6.907
989.336,4.304
880.557,6.144
1339.024,13.738
309.639,11.190
2072.598,8.767
302.170,4.565
639.269,1.720
291.454,8.268
547.276,5.406
325.016,6.137
230.992,3.907
168.040,11.845
123.926,6.566
1180.273,6.524
1358.355,7.546
219.262,12.173
1784.456,7.528
1246.851,10.569
889.332,14.091
204.642,10.811
1054.131,5.504
419.983,2.931
282.889,1.712
1048.860,0.054
1261.738,11.393
1140.487,5.782
559.814,13.400
1708.598,6.065
309.693,8.046
527.037,8.171
1128.280,1.422
466.816,1.442
397.536,7.157
251.632,8.306
1146.077,8.854
246.168,8.513
404.986,9.488
1056.453,11.541
1406.701,4.041
982.782,8.913
768.238,5.896
1822.136,4.708
268.903,9.746
1382.391,18.148
361.437,13.083
598.187,18.042
273.871,6.472
324.126,11.045
659.793,3.095
549.013,8.519
265.905,12.892
722.600,6.078
896.262,6.145
1312.334,13.172
681.236,8.626
680.439,14.594
837.192,8.436
537.705,9.165
441.862,12.884
246.352,15.056
703.178,9.541
341.831,9.100
118.047,13.923
416.719,7.256
830.419,10.147
213.932,8.698
323.218,10.628
751.539,13.238
1446.515,9.543
574.231,10.900
1880.655,3.941
305.668,6.259
688.114,12.828
101.191,4.506
1423.926,6.608
177.289,3.069
1332.848,5.460
654.688,11.614
786.903,13.657
809.516,13.321
561.583,14.467
262.837,9.798
256.018,7.036
717.431,5.848
1411.532,10.589
591.470,3.663
240.479,3.862
527.591,5.712
471.594,8.237
859.274,4.651
915.182,5.522
1336.671,7.410
247.323,6.577
1028.404,6.484
525.610,20.705
246.430,7.096
227.310,14.645
720.412,11.223
1118.439,6.599
543.859,4.297
1301.858,9.872
647.238,4.733
584.050,5.040
947.207,8.628
165.320,7.071
775.675,3.735
1930.206,2.535
343.999,11.742
128.864,5.112
1125.383,15.504
352.949,5.590
896.147,6.457
170.862,9.961
308.124,23.106
331.452,13.687
556.337,8.412
293.005,5.304
541.219,3.950
252.295,13.295
296.663,2.826
93.058,13.604
1363.486,8.560
181.715,13.559
1036.735,4.137
998.837,16.339
566.574,17.180
986.238,4.674
162.137,9.501
687.599,10.842
843.270,7.160
178.692,4.298
348.823,6.382
1940.390,5.860
320.003,3.788
40.682,9.490
483.462,9.137
924.660,9.726
1309.885,6.350
441.326,22.235
157.993,11.373
1501.692,6.178
304.772,3.409
1044.265,10.633
1846.305,15.940
371.000,8.653
1437.266,3.191
925.502,4.515
998.058,11.048
205.510,11.656
1019.356,11.210
559.148,10.511
794.165,10.708
1249.915,11.136
280.602,5.660
807.226,6.016
402.664,5.982
529.585,13.138
324.502,7.943
622.926,6.653
803.305,18.126
156.143,13.541
1166.938,1.088
559.133,6.758
374.932,9.528
222.941,14.514
1551.703,3.674
967.473,7.868
442.801,16.950
154.244,1.655
605.650,6.052
285.827,12.978
690.234,2.914
793.230,7.906
376.689,8.093
472.164,12.005
957.309,6.824
1869.608,6.195
1719.643,7.334
570.334,11.916
809.494,4.564
513.180,8.388
939.109,8.808
257.334,6.929
394.357,18.069
2631.667,11.082
717.737,8.421
1310.726,9.879
1068.741,5.431
1152.058,13.146
747.266,0.855
226.944,6.012
593.921,6.451
1869.336,5.248
264.205,9.856
227.751,5.465
693.495,14.519
129.619,6.689
301.253,7.521
709.484,1.811
625.962,10.609
355.030,17.642
407.042,7.206
523.639,13.455
948.875,3.639
1168.375,9.001
1104.063,4.201
483.693,4.333
1605.048,11.552
1153.689,4.105
345.453,14.591
377.651,4.736
632.373,8.651
601.734,8.558
1401.449,8.056
1181.877,25.029
283.046,10.949
1179.988,9.103
129.844,7.692
959.641,7.119
138.187,9.115
886.450,10.805
1103.773,8.367
426.789,7.354
380.901,8.125
1583.613,4.909
828.457,11.073
511.536,1.896
904.362,0.196
692.434,4.171
1191.304,2.662
15.899,6.255
918.573,4.061
331.868,8.075
1034.574,14.422
760.852,8.276
562.690,7.962
172.666,9.956
1171.707,5.424
1240.871,9.956
145.882,5.127
1685.945,2.334
394.857,9.604
777.547,4.041
633.464,5.041
721.056,9.162
806.398,7.236
308.463,10.630
266.920,4.067
1132.840,11.184
255.656,13.482
733.822,7.822
211.825,8.609
319.309,5.517
914.673,4.252
272.645,19.654
783.476,9.720
294.315,2.298
1308.617,11.164
696.464,4.165
1009.415,5.127
1299.577,5.955
547.405,8.261
1686.263,12.249
321.296,14.278
155.784,12.690
441.233,20.736
53.411,14.366
883.431,3.031
294.363,3.352
1024.400,12.581
874.600,5.260
962.957,15.789
360.538,2.967
395.578,2.703
985.600,2.717
721.694,12.886
1054.536,10.031
271.983,16.817
184.798,7.180
398.500,6.274
886.019,8.174
1727.778,3.682
403.270,10.059
1936.628,11.491
711.372,10.675
1597.478,9.216
228.120,11.174
1150.559,9.887
428.816,3.517
212.646,1.175
617.108,7.879
429.918,4.048
1103.646,14.569
177.441,11.670
859.964,6.176
227.690,5.352
833.997,4.844
642.405,11.459
1288.643,11.966
1168.797,6.847
774.522,7.607
719.656,5.295
1232.888,12.343
1432.719,8.877
161.729,11.411
178.113,12.372
318.273,20.718
815.459,3.620
595.121,11.435
533.841,2.274
921.900,7.930
355.088,15.330
716.805,11.950
1078.821,10.587
241.914,2.310
549.489,5.600
290.257,1.999
1811.360,5.099
1761.503,7.307
283.364,2.197
635.433,4.201
838.467,12.565
318.622,8.784
1968.134,8.885
150.200,5.021
189.057,10.651
59.748,11.665
777.105,3.926
379.841,13.819
919.423,7.515
956.283,2.661
548.713,4.884
480.292,9.542
995.574,11.785
451.102,19.321
1329.536,9.125
2134.323,7.981
1828.144,11.154
175.541,2.550
659.846,8.509
1339.011,5.906
1068.865,12.076
1607.653,13.727
728.644,7.369
388.380,12.518
142.649,10.679
1652.008,9.254
109.753,14.653
814.781,15.581
587.551,9.166
639.029,3.248
1191.412,7.800
156.321,8.357
639.041,7.533
814.952,3.558
500.607,14.434
1163.414,13.675
358.583,5.695
350.461,1.908
479.448,10.013
114.710,3.062
410.807,5.030
111.792,14.788
1076.708,1.803
376.557,13.069
896.883,5.889
1391.019,5.231
472.782,3.245
384.365,9.218
391.466,10.556
1571.727,6.716
418.115,10.170
617.361,12.313
643.711,8.848
1461.377,6.728
995.323,15.809
515.837,3.420
1817.592,19.777
1770.500,8.020
59.269,13.121
526.162,11.597
944.053,13.219
176.944,6.283
385.229,14.893
1133.202,6.503
1086.921,6.015
357.638,14.479
208.371,9.790
755.903,3.443
1261.343,6.643
1137.448,6.647
1659.884,8.989
961.575,10.794
422.063,19.377
168.440,6.989
247.460,2.434
109.127,2.089
262.106,9.210
389.652,5.115
301.452,6.613
329.866,12.699
2500.140,6.986
1095.889,4.845
1760.596,1.532
406.008,8.636
192.813,5.640
46.783,7.742
314.671,6.397
1504.049,5.848
1064.022,4.819
536.240,2.594
2123.198,11.364
1440.548,9.237
527.583,7.531
542.832,6.117
1015.560,15.368
1915.141,12.548
11.748,8.199
434.910,5.945
991.730,5.502
894.883,11.397
1284.888,6.414
618.275,13.812
502.248,18.130
696.927,14.256
205.426,5.596
145.611,9.822
665.185,4.459
321.355,5.939
493.327,6.607
315.056,10.826
245.016,17.208
1097.856,13.410
1567.221,1.601
1393.551,6.893
1436.425,9.734
1284.955,1.286
1106.159,13.156
700.899,3.329
788.662,14.200
339.595,6.091
1301.308,7.301
404.284,2.364
361.629,2.937
129.196,7.612
333.293,14.274
1128.748,11.596
700.329,2.941
989.361,5.453
1165.385,13.799
645.523,6.218
568.419,8.950
244.249,8.052
644.860,11.221
689.029,10.356
964.787,5.994
389.522,5.207
183.508,5.770
491.036,6.363
816.833,7.572
2817.371,5.510
137.478,11.329
1161.453,10.031
634.446,0.822
2589.920,9.106
560.480,9.450
293.428,6.895
1201.312,10.723
357.448,15.471
388.019,7.368
229.594,7.791
489.415,3.305
122.347,13.493
1472.986,3.431
160.928,14.506
492.165,17.314
1803.875,9.257
347.151,1.134
2293.522,0.975
299.238,13.415
219.313,8.525
881.243,10.488
676.260,9.917
39.509,8.532
631.642,8.386
738.619,10.771
307.662,4.344
308.693,7.086
325.946,4.535
277.458,11.726
2690.995,8.019
304.314,1.472
149.202,10.025
213.295,3.884
969.174,6.027
273.286,6.638
789.898,12.651
308.873,14.102
2052.426,11.648
328.812,6.105
438.578,3.975
1003.483,13.588
877.318,6.806
1711.227,5.089
69.237,2.451
1452.319,9.122
1345.418,11.163
649.425,14.551
1299.890,2.583
51.927,15.614
957.934,8.419
697.822,11.540
529.761,15.344
513.405,10.631
2576.565,14.551
185.729,2.431
1013.557,15.149
1630.519,17.891
576.821,6.615
845.348,11.621
1850.832,10.832
239.597,6.176
266.126,6.642
1813.624,10.188
949.377,8.202
580.653,5.968
501.725,14.120
966.901,3.272
315.900,8.520
80.595,17.859
459.804,11.470
1190.565,5.711
294.144,8.223
627.249,8.268
744.838,10.796
809.300,8.082
614.099,1.005
339.634,2.505
60.122,9.173
326.052,3.334
625.104,3.568
1380.332,22.639
1306.221,5.649
313.233,2.314
462.416,14.369
894.350,18.466
1063.421,3.693
309.625,7.536
801.123,17.937
636.231,14.191
199.829,5.858
301.368,1.336
1242.127,12.011
376.105,11.032
382.540,6.689
105.579,2.503
817.581,11.198
388.890,8.451
1180.284,19.823
481.936,14.560
424.008,5.557
561.124,12.209
684.900,7.424
275.589,6.692
1926.699,9.209
475.575,17.007
191.202,0.741
459.161,8.501
565.650,2.264
1353.111,13.042
562.907,7.224
109.879,7.401
791.780,4.232
392.303,19.321
1378.804,13.721
326.631,7.326
280.027,6.412
249.698,2.076
369.157,10.774
1321.948,7.654
826.368,8.600
754.216,4.910
173.832,6.150
588.271,6.485
252.369,4.630
262.711,12.709
120.215,7.561
1109.113,8.059
395.801,1.342
640.550,5.740
430.855,8.091
359.136,12.257
1000.856,5.510
1241.557,4.360
775.502,2.444
1350.835,6.754
284.828,7.009
859.285,9.925
687.130,11.824
497.219,7.394
406.872,14.094
986.132,2.051
1256.969,8.509
312.781,11.254
1336.096,7.209
1327.306,7.200
246.145,15.424
368.103,12.961
640.793,12.129
532.763,17.282
603.802,3.481
316.517,11.753
483.873,7.622
672.113,9.494
966.231,9.859
68.280,7.769
200.660,7.130
939.385,2.713
558.738,7.920
1303.838,12.816
1208.398,2.841
156.487,21.906
420.856,13.462
66.173,12.605
35.317,8.756
583.451,14.107
970.981,3.112
1596.517,16.726
546.701,15.787
460.119,10.633
232.121,2.370
560.655,9.744
176.855,2.457
1303.271,13.840
1980.877,6.910
1199.115,8.058
1027.273,2.584
2198.036,12.881
364.067,9.145
460.342,11.580
252.956,8.372
87.887,7.826
818.351,12.689
337.177,13.932
932.849,4.305
297.491,8.986
643.429,13.770
1202.299,13.219
920.307,6.195
477.859,10.349
983.054,10.748
367.058,14.855
545.754,10.131
39.522,7.579
201.109,15.180
872.907,3.897
817.815,6.757
1022.323,4.459
1234.330,16.171
1596.431,17.225
725.562,8.178
662.567,4.741
187.242,10.591
696.790,12.751
1050.104,18.035
810.072,2.188
736.662,3.528
317.413,19.255
404.082,4.541
1628.360,4.525
508.368,12.219
217.061,14.287
552.524,16.860
67.707,6.427
376.781,11.459
1380.565,7.352
205.959,9.355
233.529,11.077
251.714,12.094
639.727,7.346
697.160,15.331
266.531,7.340
596.808,8.726
426.956,15.009
680.517,4.267
423.925,8.606
870.341,3.532
174.342,8.431
586.268,6.533
663.390,7.693
1316.555,3.024
1072.256,4.382
679.889,6.842
808.330,11.046
313.782,12.799
1213.302,9.953
118.260,3.304
936.842,11.064
579.603,12.688
262.859,10.200
820.833,15.752
2182.917,13.339
191.460,5.077
980.778,4.549
197.019,10.654
990.982,7.807
663.864,7.620
704.596,13.414
766.261,9.642
298.434,4.869
1362.924,8.590
764.657,7.988
171.343,10.859
175.422,6.719
155.780,2.800
787.087,1.405
436.821,7.489
570.864,7.108
525.390,2.540
797.692,16.913
177.358,13.282
121.554,10.252
1331.125,7.128
681.318,7.092
421.444,10.657
431.289,12.394
573.942,7.466
248.315,7.049
643.154,8.113
98.732,7.494
485.187,2.403
126.447,16.869
717.023,12.416
360.709,8.320
945.222,16.107
591.632,11.922
298.748,20.687
466.927,10.170
418.733,7.285
240.806,5.570
905.817,12.050
567.187,4.302
775.888,7.940
414.494,8.411
682.987,2.896
287.058,21.361
311.695,5.282
763.459,3.899
257.601,2.039
1365.342,2.721
1232.461,7.750
1004.948,9.015
267.304,11.430
642.849,19.307
501.678,5.828
184.751,7.575
172.833,8.949
1007.431,10.248
1305.885,7.018
120.688,13.740
922.552,4.988
307.394,7.280
661.251,4.374
604.560,8.329
1333.611,4.612
371.837,8.186
195.481,3.644
499.492,26.141
2954.176,6.625
1504.708,5.462
735.259,4.517
467.139,6.815
340.745,12.862
383.376,1.581
638.117,6.762
370.807,14.791
199.405,7.457
666.648,10.684
119.193,8.183
576.696,13.010
837.672,11.031
2763.694,19.645
445.913,11.190
452.161,8.106
448.402,3.370
344.759,5.503
1536.978,15.698
134.651,7.870
699.865,11.980
219.807,5.566
222.176,13.740
216.453,17.013
911.922,6.251
1241.725,9.863
1529.990,3.556
356.462,11.368
715.719,8.849
1347.659,5.666
877.246,11.739
629.982,5.376
253.084,5.118
435.038,0.535
116.777,7.916
282.827,10.553
259.706,9.639
1219.261,8.225
318.630,10.456
2024.353,12.689
211.536,10.658
1051.855,7.732
799.635,7.452
481.317,7.316
352.100,4.759
615.190,11.512
768.846,8.724
229.258,8.450
409.665,6.822
142.912,16.871
298.406,8.476
325.258,14.635
278.334,17.928
617.445,6.707
487.715,7.781
320.055,12.536
692.205,16.959
224.052,0.876
156.063,5.295
1148.084,13.410
299.465,9.473
875.294,3.594
1433.625,10.727
177.150,6.111
1019.463,9.557
1270.239,15.610
122.026,7.662
1183.568,1.193
166.909,6.603
849.614,5.279
525.048,8.055
41.805,7.004
640.634,4.786
237.213,13.260
116.524,8.317
634.928,17.513
1642.201,12.296
697.683,6.112
478.366,5.817
464.738,8.714
585.589,10.801
1398.150,5.020
114.374,12.221
66.201,7.479
74.107,11.745
553.200,10.699
316.590,6.974
1457.136,11.040
659.226,10.453
395.351,11.087
399.667,9.517
661.353,11.500
792.443,5.632
925.105,8.779
392.573,2.992
284.421,7.378
832.013,3.380
742.710,4.985
587.484,8.339
166.566,9.923
688.391,5.956
633.116,0.584
318.760,2.121
47.191,5.497
404.773,4.247
120.183,11.268
465.038,14.018
548.974,8.512
453.910,11.528
905.260,19.450
839.572,6.240
235.791,22.628
151.850,4.099
1749.761,3.434
1304.688,4.761
173.471,10.731
220.989,7.418
792.819,8.123
712.358,10.635
658.712,3.179
529.134,3.437
681.873,10.767
638.110,15.763
128.107,7.263
638.749,7.424
863.075,5.248
707.543,8.801
306.659,7.891
538.204,13.662
